Flight Name,Depart Location,Arrival Location,Depart Time,Arrival Time,Total Stop,Total Time,Price,Date of Journey
IndiGo,Goa,New Delhi,15:05,22:10,1 Stop,7h 05m,"13,719",19-01-2023
Air India,Goa,New Delhi,06:50,17:25,2 Stop(s),10h 35m,"13,904",19-01-2023
Air Asia,Goa,New Delhi,07:15,14:30,2 Stop(s),7h 15m,"14,702",19-01-2023
Air Asia,Goa,New Delhi,07:15,19:45,2 Stop(s),12h 30m,"14,702",19-01-2023
Air Asia,Goa,New Delhi,14:45,01:40,2 Stop(s),10h 55m,"15,907",19-01-2023
IndiGo,Goa,New Delhi,13:05,17:35,1 Stop,4h 30m,"17,427",19-01-2023
IndiGo,Goa,New Delhi,13:05,19:30,1 Stop,6h 25m,"17,427",19-01-2023
IndiGo,Goa,New Delhi,16:30,22:15,1 Stop,5h 45m,"18,057",19-01-2023
Air India,Goa,New Delhi,15:25,23:10,2 Stop(s),7h 45m,"40,936",19-01-2023
IndiGo,Chennai,Mumbai,22:25,00:20,Non Stop,1h 55m,"2,721",19-01-2023
IndiGo,Chennai,Mumbai,21:05,23:05,Non Stop,2h 00m,"2,721",19-01-2023
IndiGo,Chennai,Mumbai,11:25,13:20,Non Stop,1h 55m,"3,398",19-01-2023
IndiGo,Chennai,Mumbai,20:00,21:55,Non Stop,1h 55m,"3,398",19-01-2023
IndiGo,Chennai,Mumbai,09:55,12:00,Non Stop,2h 05m,"3,398",19-01-2023
Vistara,Chennai,Mumbai,09:40,11:45,Non Stop,2h 05m,"3,399",19-01-2023
Air India,Chennai,Mumbai,07:55,10:00,Non Stop,2h 05m,"3,418",19-01-2023
IndiGo,Chennai,Mumbai,12:15,16:55,1 Stop,4h 40m,"3,544",19-01-2023
IndiGo,Chennai,Mumbai,19:10,00:35,1 Stop,5h 25m,"3,544",19-01-2023
IndiGo,Chennai,Mumbai,08:40,14:20,1 Stop,5h 40m,"3,544",19-01-2023
IndiGo,Chennai,Mumbai,10:15,16:55,1 Stop,6h 40m,"3,544",19-01-2023
IndiGo,Chennai,Mumbai,08:30,10:20,Non Stop,1h 50m,"3,766",19-01-2023
Air Asia,Chennai,Mumbai,12:55,19:00,1 Stop,6h 05m,"3,771",19-01-2023
Air Asia,Chennai,Mumbai,12:55,21:00,1 Stop,8h 05m,"3,771",19-01-2023
Air Asia,Chennai,Mumbai,06:45,19:00,1 Stop,12h 15m,"3,771",19-01-2023
Air Asia,Chennai,Mumbai,06:45,21:00,1 Stop,14h 15m,"3,771",19-01-2023
SpiceJet,Chennai,Mumbai,06:00,08:00,Non Stop,2h 00m,"3,976",19-01-2023
IndiGo,Chennai,Mumbai,18:10,23:25,1 Stop,5h 15m,"3,979",19-01-2023
IndiGo,Chennai,Mumbai,11:15,16:50,1 Stop,5h 35m,"3,979",19-01-2023
IndiGo,Chennai,Mumbai,16:40,23:25,1 Stop,6h 45m,"3,979",19-01-2023
IndiGo,Chennai,Mumbai,12:50,19:50,1 Stop,7h 00m,"3,979",19-01-2023
Air India,Chennai,Mumbai,20:20,22:45,Non Stop,2h 25m,"4,069",19-01-2023
Air Asia,Chennai,Mumbai,12:55,00:40,1 Stop,11h 45m,"4,071",19-01-2023
IndiGo,Chennai,Mumbai,12:55,14:50,Non Stop,1h 55m,"4,133",19-01-2023
IndiGo,Chennai,Mumbai,12:50,18:15,1 Stop,5h 25m,"4,173",19-01-2023
IndiGo,Chennai,Mumbai,11:15,18:15,1 Stop,7h 00m,"4,173",19-01-2023
Vistara,Chennai,Mumbai,07:00,09:00,Non Stop,2h 00m,"4,239",19-01-2023
Vistara,Chennai,Mumbai,12:30,14:30,Non Stop,2h 00m,"4,239",19-01-2023
Vistara,Chennai,Mumbai,20:30,22:30,Non Stop,2h 00m,"4,239",19-01-2023
IndiGo,Chennai,Mumbai,16:40,21:15,1 Stop,4h 35m,"4,359",19-01-2023
IndiGo,Chennai,Mumbai,23:45,06:20,1 Stop,6h 35m,"4,359",19-01-2023
IndiGo,Chennai,Mumbai,16:05,21:10,1 Stop,5h 05m,"4,404",19-01-2023
IndiGo,Chennai,Mumbai,21:10,04:20,1 Stop,7h 10m,"4,404",19-01-2023
IndiGo,Chennai,Mumbai,18:10,20:10,Non Stop,2h 00m,"4,553",19-01-2023
IndiGo,Chennai,Mumbai,19:15,00:50,1 Stop,5h 35m,"5,174",19-01-2023
IndiGo,Chennai,Mumbai,18:10,00:50,1 Stop,6h 40m,"5,174",19-01-2023
IndiGo,Chennai,Mumbai,07:50,14:20,1 Stop,6h 30m,"6,014",19-01-2023
Go First,Chennai,Mumbai,13:45,15:40,Non Stop,1h 55m,"6,042",19-01-2023
Air India,Chennai,Mumbai,15:25,17:20,Non Stop,1h 55m,"6,064",19-01-2023
Air India,Chennai,Mumbai,06:10,08:10,Non Stop,2h 00m,"6,064",19-01-2023
SpiceJet,Chennai,Mumbai,19:05,23:50,1 Stop,4h 45m,"6,966",19-01-2023
SpiceJet,Chennai,Mumbai,19:05,06:25,1 Stop,11h 20m,"6,966",19-01-2023
IndiGo,Chennai,Mumbai,04:55,09:15,1 Stop,4h 20m,"7,471",19-01-2023
IndiGo,Chennai,Mumbai,06:35,12:45,1 Stop,6h 10m,"8,091",19-01-2023
IndiGo,Chennai,Mumbai,22:55,05:55,1 Stop,7h 00m,"8,091",19-01-2023
SpiceJet,Chennai,Mumbai,19:05,14:20,1 Stop,19h 15m,"8,310",19-01-2023
SpiceJet,Chennai,Mumbai,19:05,18:20,1 Stop,23h 15m,"8,310",19-01-2023
IndiGo,Chennai,Mumbai,17:00,21:10,1 Stop,4h 10m,"8,406",19-01-2023
IndiGo,Chennai,Mumbai,19:35,00:15,1 Stop,4h 40m,"8,406",19-01-2023
IndiGo,Chennai,Mumbai,18:30,00:15,1 Stop,5h 45m,"8,406",19-01-2023
IndiGo,Chennai,Mumbai,17:00,00:15,1 Stop,7h 15m,"8,406",19-01-2023
IndiGo,Chennai,Mumbai,12:15,19:45,1 Stop,7h 30m,"8,406",19-01-2023
IndiGo,Chennai,Mumbai,06:15,11:20,1 Stop,5h 05m,"8,689",19-01-2023
IndiGo,Chennai,Mumbai,04:55,11:35,1 Stop,6h 40m,"8,739",19-01-2023
IndiGo,Chennai,Mumbai,18:25,01:00,1 Stop,6h 35m,"8,934",19-01-2023
IndiGo,Chennai,Mumbai,19:30,00:05,1 Stop,4h 35m,"9,351",19-01-2023
Vistara,Chennai,Mumbai,17:25,06:15,2 Stop(s),12h 50m,"11,248",19-01-2023
Vistara,Chennai,Mumbai,11:20,06:15,2 Stop(s),18h 55m,"11,248",19-01-2023
Vistara,Chennai,Mumbai,07:05,06:15,2 Stop(s),23h 10m,"11,248",19-01-2023
Vistara,Chennai,Mumbai,17:25,09:40,2 Stop(s),16h 15m,"11,516",19-01-2023
Vistara,Chennai,Mumbai,11:20,09:40,2 Stop(s),22h 20m,"11,516",19-01-2023
Vistara,Chennai,Mumbai,07:05,09:40,2 Stop(s),26h 35m,"11,516",19-01-2023
Air India,Chennai,Mumbai,10:05,16:20,1 Stop,6h 15m,"12,343",19-01-2023
Air India,Chennai,Mumbai,15:40,22:10,1 Stop,6h 30m,"12,343",19-01-2023
Air India,Chennai,Mumbai,15:40,23:35,1 Stop,7h 55m,"12,343",19-01-2023
Air India,Chennai,Mumbai,07:50,16:20,1 Stop,8h 30m,"12,343",19-01-2023
Air India,Chennai,Mumbai,15:40,00:45,1 Stop,9h 05m,"12,343",19-01-2023
Air India,Chennai,Mumbai,10:05,20:15,1 Stop,10h 10m,"12,343",19-01-2023
Air India,Chennai,Mumbai,10:05,21:25,1 Stop,11h 20m,"12,343",19-01-2023
Air India,Chennai,Mumbai,10:05,22:10,1 Stop,12h 05m,"12,343",19-01-2023
Air India,Chennai,Mumbai,07:50,20:15,1 Stop,12h 25m,"12,343",19-01-2023
Air India,Chennai,Mumbai,20:30,09:15,1 Stop,12h 45m,"12,343",19-01-2023
Air India,Chennai,Mumbai,10:05,23:35,1 Stop,13h 30m,"12,343",19-01-2023
Air India,Chennai,Mumbai,07:50,21:25,1 Stop,13h 35m,"12,343",19-01-2023
Air India,Chennai,Mumbai,20:30,10:20,1 Stop,13h 50m,"12,343",19-01-2023
Air India,Chennai,Mumbai,07:50,22:10,1 Stop,14h 20m,"12,343",19-01-2023
Air India,Chennai,Mumbai,10:05,00:45,1 Stop,14h 40m,"12,343",19-01-2023
Air India,Chennai,Mumbai,20:30,11:20,1 Stop,14h 50m,"12,343",19-01-2023
Air India,Chennai,Mumbai,07:50,23:35,1 Stop,15h 45m,"12,343",19-01-2023
Air India,Chennai,Mumbai,20:30,12:25,1 Stop,15h 55m,"12,343",19-01-2023
Air India,Chennai,Mumbai,15:40,09:15,1 Stop,17h 35m,"12,343",19-01-2023
Air India,Chennai,Mumbai,07:50,18:05,2 Stop(s),10h 15m,"13,533",19-01-2023
Air India,Chennai,Mumbai,06:00,18:05,2 Stop(s),12h 05m,"13,533",19-01-2023
Vistara,Chennai,Mumbai,07:05,06:15,2 Stop(s),23h 10m,"13,624",19-01-2023
Vistara,Chennai,Mumbai,11:20,06:15,2 Stop(s),18h 55m,"13,702",19-01-2023
Vistara,Chennai,Mumbai,07:05,15:00,1 Stop,7h 55m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,16:30,1 Stop,9h 25m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,17:35,1 Stop,10h 30m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,19:05,1 Stop,12h 00m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,19:55,1 Stop,12h 50m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,21:15,1 Stop,14h 10m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,22:00,1 Stop,14h 55m,"13,708",19-01-2023
Vistara,Chennai,Mumbai,07:05,09:40,2 Stop(s),26h 35m,"13,892",19-01-2023
Air India,Chennai,Mumbai,20:30,18:05,2 Stop(s),21h 35m,"13,953",19-01-2023
Air India,Chennai,Mumbai,16:55,18:05,2 Stop(s),25h 10m,"13,953",19-01-2023
Air Asia,Chennai,Pune,22:15,05:00,1 Stop,6h 45m,"2,921",19-01-2023
Air Asia,Chennai,Pune,12:55,22:35,1 Stop,9h 40m,"3,278",19-01-2023
IndiGo,Chennai,Pune,23:45,04:05,1 Stop,4h 20m,"3,395",19-01-2023
IndiGo,Chennai,Pune,22:05,04:05,1 Stop,6h 00m,"3,395",19-01-2023
IndiGo,Chennai,Pune,23:45,06:45,1 Stop,7h 00m,"3,395",19-01-2023
IndiGo,Chennai,Pune,22:05,06:45,1 Stop,8h 40m,"3,395",19-01-2023
IndiGo,Chennai,Pune,19:15,04:05,1 Stop,8h 50m,"3,395",19-01-2023
Air Asia,Chennai,Pune,06:45,14:10,1 Stop,7h 25m,"3,594",19-01-2023
IndiGo,Chennai,Pune,19:15,00:00,1 Stop,4h 45m,"3,788",19-01-2023
IndiGo,Chennai,Pune,18:10,00:00,1 Stop,5h 50m,"3,788",19-01-2023
IndiGo,Chennai,Pune,19:15,02:00,1 Stop,6h 45m,"3,788",19-01-2023
IndiGo,Chennai,Pune,16:40,00:00,1 Stop,7h 20m,"3,788",19-01-2023
IndiGo,Chennai,Pune,18:10,02:00,1 Stop,7h 50m,"3,788",19-01-2023
IndiGo,Chennai,Pune,16:40,02:00,1 Stop,9h 20m,"3,788",19-01-2023
IndiGo,Chennai,Pune,08:40,13:00,1 Stop,4h 20m,"4,628",19-01-2023
SpiceJet,Chennai,Pune,23:05,00:50,Non Stop,1h 45m,"4,854",19-01-2023
IndiGo,Chennai,Pune,03:25,05:05,Non Stop,1h 40m,"4,861",19-01-2023
IndiGo,Chennai,Pune,14:45,16:25,Non Stop,1h 40m,"4,861",19-01-2023
IndiGo,Chennai,Pune,09:55,11:40,Non Stop,1h 45m,"4,861",19-01-2023
IndiGo,Chennai,Pune,12:50,18:40,1 Stop,5h 50m,"5,048",19-01-2023
IndiGo,Chennai,Pune,11:15,18:40,1 Stop,7h 25m,"5,048",19-01-2023
IndiGo,Chennai,Pune,19:10,04:40,1 Stop,9h 30m,"5,203",19-01-2023
IndiGo,Chennai,Pune,22:40,00:20,Non Stop,1h 40m,"5,571",19-01-2023
IndiGo,Chennai,Pune,16:05,22:00,1 Stop,5h 55m,"5,907",19-01-2023
IndiGo,Chennai,Pune,21:10,03:40,1 Stop,6h 30m,"6,232",19-01-2023
IndiGo,Chennai,Pune,07:50,13:00,1 Stop,5h 10m,"6,282",19-01-2023
IndiGo,Chennai,Pune,10:15,14:55,1 Stop,4h 40m,"7,251",19-01-2023
IndiGo,Chennai,Pune,22:55,05:45,1 Stop,6h 50m,"7,251",19-01-2023
IndiGo,Chennai,Pune,21:50,05:45,1 Stop,7h 55m,"7,251",19-01-2023
IndiGo,Chennai,Pune,06:35,14:55,1 Stop,8h 20m,"7,251",19-01-2023
IndiGo,Chennai,Pune,17:00,22:00,1 Stop,5h 00m,"7,408",19-01-2023
IndiGo,Chennai,Pune,12:15,22:00,1 Stop,9h 45m,"7,408",19-01-2023
IndiGo,Chennai,Pune,14:30,22:25,1 Stop,7h 55m,"7,641",19-01-2023
IndiGo,Chennai,Pune,16:20,22:25,1 Stop,6h 05m,"7,851",19-01-2023
IndiGo,Chennai,Pune,17:50,02:50,1 Stop,9h 00m,"8,399",19-01-2023
IndiGo,Chennai,Pune,20:05,03:05,1 Stop,7h 00m,"10,114",19-01-2023
IndiGo,Chennai,Pune,18:20,01:05,1 Stop,6h 45m,"10,250",19-01-2023
SpiceJet,Chennai,Pune,19:05,15:05,1 Stop,20h 00m,"10,346",19-01-2023
Vistara,Chennai,Pune,12:30,22:05,2 Stop(s),9h 35m,"10,365",19-01-2023
Vistara,Chennai,Pune,12:30,22:05,2 Stop(s),9h 35m,"10,837",19-01-2023
IndiGo,Chennai,Pune,19:30,01:00,1 Stop,5h 30m,"10,865",19-01-2023
Air India,Chennai,Pune,07:50,15:20,1 Stop,7h 30m,"12,343",19-01-2023
Air India,Chennai,Pune,10:05,18:10,1 Stop,8h 05m,"12,343",19-01-2023
Air India,Chennai,Pune,07:50,18:10,1 Stop,10h 20m,"12,343",19-01-2023
Air India,Chennai,Pune,20:30,07:00,1 Stop,10h 30m,"12,343",19-01-2023
Air India,Chennai,Pune,10:05,21:10,1 Stop,11h 05m,"12,343",19-01-2023
Air India,Chennai,Pune,07:50,21:10,1 Stop,13h 20m,"12,343",19-01-2023
Air India,Chennai,Pune,15:40,07:00,1 Stop,15h 20m,"12,343",19-01-2023
Air India,Chennai,Pune,20:30,15:20,1 Stop,18h 50m,"12,343",19-01-2023
Air India,Chennai,Pune,10:05,07:00,1 Stop,20h 55m,"12,343",19-01-2023
Air India,Chennai,Pune,07:50,07:00,1 Stop,23h 10m,"12,343",19-01-2023
Air India,Chennai,Pune,15:40,15:20,1 Stop,23h 40m,"12,343",19-01-2023
Air India,Chennai,Pune,20:30,21:10,1 Stop,24h 40m,"12,343",19-01-2023
Vistara,Chennai,Pune,12:30,22:05,2 Stop(s),9h 35m,"12,528",19-01-2023
Vistara,Chennai,Pune,07:05,00:35,1 Stop,17h 30m,"12,703",19-01-2023
Air India,Chennai,Pune,20:30,12:10,2 Stop(s),15h 40m,"12,868",19-01-2023
Air India,Chennai,Pune,15:40,12:10,2 Stop(s),20h 30m,"12,868",19-01-2023
Air India,Chennai,Pune,20:30,18:10,1 Stop,21h 40m,"12,868",19-01-2023
Air India,Chennai,Pune,15:40,18:10,1 Stop,26h 30m,"12,868",19-01-2023
Vistara,Chennai,Pune,17:25,00:35,1 Stop,7h 10m,"12,966",19-01-2023
Vistara,Chennai,Pune,11:20,00:35,1 Stop,13h 15m,"12,966",19-01-2023
Vistara,Chennai,Pune,21:05,08:10,1 Stop,11h 05m,"13,705",19-01-2023
Air India,Chennai,Pune,06:00,15:20,1 Stop,9h 20m,"13,708",19-01-2023
Air India,Chennai,Pune,06:00,18:10,1 Stop,12h 10m,"13,708",19-01-2023
Air India,Chennai,Pune,06:00,21:10,1 Stop,15h 10m,"13,708",19-01-2023
Vistara,Chennai,Pune,17:25,08:10,1 Stop,14h 45m,"13,968",19-01-2023
Air India,Chennai,Pune,16:55,07:00,1 Stop,14h 05m,"14,233",19-01-2023
Air India,Chennai,Pune,16:55,15:20,1 Stop,22h 25m,"14,233",19-01-2023
Vistara,Chennai,Pune,07:05,15:55,1 Stop,8h 50m,"14,601",19-01-2023
Vistara,Chennai,Pune,07:05,22:55,1 Stop,15h 50m,"14,601",19-01-2023
Air India,Chennai,Pune,16:55,12:10,2 Stop(s),19h 15m,"14,758",19-01-2023
Air India,Chennai,Pune,16:55,18:10,1 Stop,25h 15m,"14,758",19-01-2023
Vistara,Chennai,Pune,17:25,22:55,1 Stop,5h 30m,"14,863",19-01-2023
Vistara,Chennai,Pune,11:20,22:55,1 Stop,11h 35m,"14,863",19-01-2023
Vistara,Chennai,Pune,07:05,19:40,1 Stop,12h 35m,"15,388",19-01-2023
Go First,New Delhi,Nagpur,20:40,22:15,Non Stop,1h 35m,"4,853",19-01-2023
IndiGo,New Delhi,Nagpur,20:10,21:50,Non Stop,1h 40m,"5,114",19-01-2023
IndiGo,New Delhi,Nagpur,05:15,07:00,Non Stop,1h 45m,"5,114",19-01-2023
IndiGo,New Delhi,Nagpur,09:35,11:20,Non Stop,1h 45m,"5,114",19-01-2023
IndiGo,New Delhi,Nagpur,14:50,16:35,Non Stop,1h 45m,"5,114",19-01-2023
IndiGo,New Delhi,Nagpur,14:55,20:25,1 Stop,5h 30m,"6,322",19-01-2023
IndiGo,New Delhi,Nagpur,13:30,20:25,1 Stop,6h 55m,"6,322",19-01-2023
IndiGo,New Delhi,Nagpur,23:40,07:50,1 Stop,8h 10m,"7,331",19-01-2023
IndiGo,New Delhi,Nagpur,06:20,15:30,1 Stop,9h 10m,"8,090",19-01-2023
IndiGo,New Delhi,Nagpur,05:00,15:30,1 Stop,10h 30m,"8,090",19-01-2023
IndiGo,New Delhi,Nagpur,22:00,07:50,1 Stop,9h 50m,"8,141",19-01-2023
IndiGo,New Delhi,Nagpur,20:20,07:50,1 Stop,11h 30m,"8,141",19-01-2023
IndiGo,New Delhi,Nagpur,09:40,15:30,1 Stop,5h 50m,"8,900",19-01-2023
Air India,New Delhi,Nagpur,22:30,07:05,1 Stop,8h 35m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,21:20,07:05,1 Stop,9h 45m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,20:00,07:05,1 Stop,11h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,19:00,07:05,1 Stop,12h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,17:50,07:05,1 Stop,13h 15m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,14:00,07:05,1 Stop,17h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,10:00,07:05,1 Stop,21h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,09:00,07:05,1 Stop,22h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,08:00,07:05,1 Stop,23h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,07:00,07:05,1 Stop,24h 05m,"9,840",19-01-2023
Air India,New Delhi,Nagpur,14:30,07:05,2 Stop(s),16h 35m,"10,365",19-01-2023
Air India,New Delhi,Nagpur,16:55,07:05,2 Stop(s),14h 10m,"12,087",19-01-2023
Air India,New Delhi,Nagpur,15:35,07:05,2 Stop(s),15h 30m,"12,087",19-01-2023
Air India,New Delhi,Nagpur,10:55,07:05,2 Stop(s),20h 10m,"13,224",19-01-2023
Air India,New Delhi,Nagpur,16:50,07:05,2 Stop(s),14h 15m,"13,725",19-01-2023
Air India,New Delhi,Nagpur,10:55,07:05,2 Stop(s),20h 10m,"14,148",19-01-2023
IndiGo,New Delhi,Nagpur,09:25,14:35,1 Stop,5h 10m,"14,707",19-01-2023
Air India,New Delhi,Nagpur,16:10,07:05,2 Stop(s),14h 55m,"15,531",19-01-2023
IndiGo,New Delhi,Nagpur,05:15,14:35,1 Stop,9h 20m,"15,862",19-01-2023
Go First,Nagpur,Mumbai,09:25,10:50,Non Stop,1h 25m,"3,994",19-01-2023
Go First,Nagpur,Mumbai,22:45,00:10,Non Stop,1h 25m,"3,994",19-01-2023
Air India,Nagpur,Mumbai,07:50,09:30,Non Stop,1h 40m,"4,566",19-01-2023
IndiGo,Nagpur,Mumbai,11:05,12:45,Non Stop,1h 40m,"5,616",19-01-2023
IndiGo,Nagpur,Mumbai,06:00,07:30,Non Stop,1h 30m,"6,246",19-01-2023
IndiGo,Nagpur,Mumbai,19:35,21:10,Non Stop,1h 35m,"6,246",19-01-2023
IndiGo,Nagpur,Mumbai,15:30,17:15,Non Stop,1h 45m,"6,246",19-01-2023
IndiGo,Nagpur,Mumbai,12:55,17:50,1 Stop,4h 55m,"7,249",19-01-2023
IndiGo,Nagpur,Mumbai,12:55,23:00,1 Stop,10h 05m,"7,330",19-01-2023
IndiGo,Nagpur,Mumbai,14:55,19:45,1 Stop,4h 50m,"9,165",19-01-2023
IndiGo,Nagpur,Mumbai,20:45,05:50,1 Stop,9h 05m,"9,165",19-01-2023
IndiGo,Nagpur,Mumbai,08:15,18:40,1 Stop,10h 25m,"10,409",19-01-2023
IndiGo,Nagpur,Mumbai,08:15,16:10,1 Stop,7h 55m,"10,529",19-01-2023
IndiGo,Nagpur,Mumbai,20:45,07:55,1 Stop,11h 10m,"11,299",19-01-2023
IndiGo,Nagpur,Mumbai,14:55,21:10,1 Stop,6h 15m,"12,159",19-01-2023
IndiGo,Nagpur,Mumbai,14:55,00:15,1 Stop,9h 20m,"12,159",19-01-2023
